Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Notes
1731793310,16,1,181.6790009039996,12.111933393599973,0.15072416,0.04183827991894194,0.20625288984382553,19.210782130651307,1,Low clearance; Rough terrain; Rough movement
1731793311,31,1,372.63270955956733,12.421090318652245,0.15069054,0.11119957830436226,0.1734649567121742,21.03515309496128,1,Low clearance; Rough terrain; Rough movement
1731793312,46,1,542.9635714857375,11.803555901863858,0.15212765,0.23998789750809654,0.17281834632001392,10.811448224596408,1,Low clearance; Rough terrain; Rough movement
1731793313,61,1,687.8147794616978,11.463579657694961,0.15257838,0.34010287094718705,0.18711388220788192,14.139396938362069,1,Low clearance; Rough terrain; Rough movement
1731793314,75,1,853.3939585842103,11.378586114456139,0.15226741,0.3733924421798256,0.1876138680029934,7.602653722250851,1,Low clearance; Rough terrain; Rough movement
1731793315,90,1,1059.7121105795247,11.774579006439163,0.15199319,0.4114031781300786,0.170482331753656,11.403816407036935,1,Low clearance; Rough terrain; Rough movement
1731793316,105,1,1203.1229333696147,11.676831581685867,0.15183729,0.4922293269142817,0.16169807443706452,7.370500409890182,1,Low clearance; Rough terrain; Rough movement
1731793317,119,1,1368.8982570059516,11.515249011815756,0.15186077,0.5301077664078776,0.16137136469724095,10.387354663952701,1,Low clearance; Rough terrain; Rough movement
1731793318,134,1,1513.3809847175537,11.13459677791869,0.151743,0.5680300019096531,0.16746541751445915,8.86496109187983,1,Low clearance; Rough terrain; Rough movement
1731793319,148,1,1650.13537144476,10.921098913267786,0.150839,0.6585849596323977,0.15688860047043815,10.84905469910816,1,Low clearance; Rough terrain; Rough movement
1731793320,163,1,1798.5165488616983,10.631553138790384,0.15276404,0.7896538432321653,0.15850027779029574,8.036119474271281,1,Low clearance; Rough terrain; Rough movement
1731793321,177,1,2080.818281839175,12.056307326331396,0.15273474,0.8937561683813166,0.17548105110982226,7.944029526807581,1,Low clearance; Rough terrain; Rough movement
1731793322,192,1,2415.481204318676,13.447946601103126,0.15272938,0.9963398631443909,0.17174322024259447,8.936654211225,1,Low clearance; Rough terrain; Rough movement
1731793323,207,1,2553.920962766512,13.354386750246972,0.15273583,1.0708102452476176,0.18263442353413478,7.871195803638657,1,Low clearance; Rough terrain; Rough movement
1731793324,222,1,2766.4306316555803,13.586512807377254,0.1527352,1.136637037431027,0.19843563669166997,10.30274064791649,1,Low clearance; Rough terrain; Rough movement
1731793325,236,1,2925.7799587506133,13.72857846444547,0.15602434,1.259041457013912,0.19060048934965346,10.399992073943086,1,Low clearance; Rough terrain; Rough movement
1731793326,242,1,3097.6776217020943,13.848904734515305,0.16531411,1.356882475528313,0.15876167475774614,10.89606167104515,1,Low clearance; Rough terrain; Rough movement
1731793327,242,1,3266.7434980132025,13.737932459163606,0.18215881,1.4852516465133538,0.1399228744037373,9.576195746236712,1,Low clearance; Rough terrain; Rough movement
1731793328,242,0,3441.504467181772,10.791599516176626,0.20566921,1.623268482790108,0.15365413731442834,11.315313676878187,1,Low clearance; Rough terrain; Rough movement
1731793329,242,0,3654.824823724576,11.52310807509391,0.22615747,1.7877023162161554,0.17411757399319566,8.920338408767313,1,Low clearance; Rough terrain; Rough movement
1731793330,257,0,3835.672150294712,11.225462331071371,0.22968161,1.912739415285888,0.19300139092665827,10.718323870983017,1,Low clearance; Rough terrain; Rough movement
1731793331,259,0,4022.7225176441607,11.4973291412082,0.23790589,2.0099382414342215,0.16280153675180034,8.925310860401744,1,Low clearance; Rough terrain; Rough movement
1731793332,274,0,4180.521391152056,11.49310471029434,0.23061861,2.1086984377226683,0.1497486985436372,10.92988695311051,1,Low clearance; Rough terrain; Rough movement
1731793333,288,0,4347.286651989992,11.4487957176214,0.2192309,2.2448362571357166,0.16640390894586216,9.684828743599317,1,Low clearance; Rough terrain; Rough movement
1731793334,304,1,4527.532697831788,11.341467394678588,0.1976928,2.2961032521069042,0.17647221994170081,16.41061873093113,1,Low clearance; Rough terrain; Rough movement
1731793335,321,1,4688.82447159723,10.745941327090897,0.17121963,2.4281824254449025,0.19114063236690979,9.130868571744756,1,Low clearance; Rough terrain; Rough movement
1731793336,338,1,4928.559093072912,11.215847747616058,0.16609772,2.5497902747391477,0.17348465970289342,11.241594402906664,1,Low clearance; Rough terrain; Rough movement
1731793337,355,1,5114.647297207919,11.11400161095334,0.15601006,2.668688617887448,0.15391904946967352,10.424150277267222,1,Low clearance; Rough terrain; Rough movement
1731793338,370,1,5294.359361555599,11.348152083292373,0.15563494,2.7809164397181663,0.14907506813683352,12.147783646167355,1,Low clearance; Rough terrain; Rough movement
1731793339,385,1,5456.62710649977,11.304402266574836,0.15181772,2.9144509289878213,0.15031180847368358,6.161387482271208,1,Low clearance; Rough terrain; Rough movement
1731793340,401,1,5614.608870840064,11.327968037642073,0.15233882,3.0246120227713678,0.1517624798347678,7.729666102447684,1,Low clearance; Rough terrain; Rough movement
1731793341,416,1,5745.974017019039,11.050054000900184,0.15220556,3.0923762729470616,0.16406758900688106,8.345404555127486,1,Low clearance; Rough terrain; Rough movement
1731793342,432,1,5886.364297931474,10.325053091150162,0.1520481,3.142628304097998,0.1638155783893751,0.0004926305788105038,0,Low clearance; Rough movement
1731793343,447,1,6104.580882652408,10.762235028275676,0.15209442,3.1860807272938447,0.19103137264264092,6.232092389660204,1,Low clearance; Rough terrain; Rough movement
1731793344,463,1,6274.494715356462,10.735628945653595,0.1510517,3.2232811297481683,0.19542688455694207,14.08712390537671,1,Low clearance; Rough terrain; Rough movement
1731793345,478,1,6431.4544170886475,10.574353201683914,0.15105791,3.3129721550891316,0.17993484800737747,10.871664263385442,1,Low clearance; Rough terrain; Rough movement
1731793346,493,1,6605.802166737083,10.60061336046377,0.15288386,3.4479809303756883,0.1626264451285806,9.624780533027273,1,Low clearance; Rough terrain; Rough movement
1731793347,507,1,6764.07116733003,10.849236789253412,0.15644698,3.576099952976502,0.15688802328152934,9.674164566404057,1,Low clearance; Rough terrain; Rough movement
1731793348,521,1,6935.266162530029,11.017807849794218,0.16085796,3.729682891075995,0.1710516300184679,6.416958637644856,1,Low clearance; Rough terrain; Rough movement
1731793349,534,1,7089.981755824723,10.495261723802777,0.16464548,3.866237737173406,0.17664009384593748,10.669786907175926,1,Low clearance; Rough terrain; Rough movement
1731793350,549,1,7240.8138533452,10.492028034925248,0.1655229,3.9962379308676574,0.19429484752848225,9.006258875779881,1,Low clearance; Rough terrain; Rough movement
1731793351,564,1,7384.682052237776,10.3107100578314,0.16553223,4.105568384546531,0.19246695238066047,10.253918827986652,1,Low clearance; Rough terrain; Rough movement
1731793352,578,1,7575.007656589648,10.74465679707844,0.16553833,4.2063901696538295,0.18597263028771255,6.910073791459373,1,Low clearance; Rough terrain; Rough movement
1731793353,594,1,7706.125490968255,10.373879055804084,0.16255046,4.272424513130259,0.174160676189634,10.294559064804982,1,Low clearance; Rough terrain; Rough movement
1731793354,609,1,7891.90966408189,10.654744585370453,0.15822381,4.352615436441126,0.185162807505975,10.831595979229597,1,Low clearance; Rough terrain; Rough movement
1731793355,624,1,8140.56422041975,11.395555453973634,0.15435643,4.461137791103854,0.18501455665162328,10.631811595385951,1,Low clearance; Rough terrain; Rough movement
1731793356,640,1,8300.847863459732,11.483535556962124,0.15463689,4.5732204487913,0.16946645780872885,10.86986060596722,1,Low clearance; Rough terrain; Rough movement
1731793357,655,1,8455.925984700316,11.565290343015636,0.154794,4.684291083689328,0.15739611674122977,12.051899983065434,1,Low clearance; Rough terrain; Rough movement
1731793358,671,1,8620.87128358268,11.518182948947349,0.15541239,4.797760794177353,0.17229689544036353,11.038776161307558,1,Low clearance; Rough terrain; Rough movement
1731793359,686,1,8830.045477881358,12.04563138905543,0.15541418,4.874485283610243,0.19883359594798364,19.041208648208976,1,Low clearance; Rough terrain; Rough movement
1731793360,701,1,8992.347049910552,12.084392337875103,0.15624589,4.98852828833427,0.18628616720734686,10.807489120867608,1,Low clearance; Rough terrain; Rough movement
1731793361,717,1,9162.657415432965,11.651738407280023,0.15780078,5.128452773919018,0.18261514718702188,7.178274737004047,1,Low clearance; Rough terrain; Rough movement
1731793362,733,1,9332.428706387334,11.032584134495783,0.15718077,5.236182775178214,0.16077823343417208,15.453123706916362,1,Low clearance; Rough terrain; Rough movement
1731793363,748,1,9527.675098217316,11.480616369073255,0.15347956,5.2930981775940475,0.15432911364577725,9.062590731120608,1,Low clearance; Rough terrain; Rough movement
1731793364,763,1,9713.835279635638,11.76801271658562,0.15346882,5.389574262451119,0.18109797905596753,10.319666788474969,1,Low clearance; Rough terrain; Rough movement
1731793365,778,1,9861.055104728108,11.729385129174293,0.15292823,5.4183081609992305,0.21596114504466374,7.86031093244743,1,Low clearance; Rough terrain; Rough movement
1731793366,793,1,10030.696577665989,11.25667291163686,0.15293132,5.4829248055013275,0.18558241519594765,10.234835474915203,1,Low clearance; Rough terrain; Rough movement
1731793367,808,1,10158.853871426036,11.028812509674255,0.15054436,5.572020424621116,0.16781018189373256,9.723630782877171,1,Low clearance; Rough terrain; Rough movement
1731793368,823,1,10336.419465800185,11.105154334023723,0.15056375,5.616827578446964,0.1575112211869983,6.981821906452241,1,Low clearance; Rough terrain; Rough movement
1731793369,839,1,10493.613412364839,10.800069629823644,0.15057863,5.700469729028145,0.16018772703444029,13.657660949393517,1,Low clearance; Rough terrain; Rough movement
